,title,src_language,trg_language,genre,size,ids
250,rambousek_10_pages.pdf - annotate,en,['en'],['gen'],1,"['elexis_8PDQPM8VKH', 'elexis_J4MI3BEUWG']"
251,rechko,en,['en'],['gen'],3,['rechko']
252,skolski-rjecnik-sve-rad.pdf - annotate,en,['en'],['gen'],1,['elexis_DMMUHMLR2V']
253,skolski-rjecnik-sve-rad.pdf - preview,en,['en'],['gen'],12549,"['ske_elexis_7613PQLK9V', 'ske_elexis_2YDPW78E4W', 'ske_elexis_C8O80VDOFD', 'ske_elexis_IX91TR1PMB', 'elexis_DNFXFX7H3Y', 'elexis_FYB8WOTJSI', 'ske_elexis_UP1EULYU50', 'ske_elexis_UDFB7MJEQX', 'elexis_Y2NB9OTKM9', 'elexis_E4C88G4X2A', 'elexis_XRF5TJR2AS', 'elexis_QKCXHL8CDH', 'elexis_J6ELL0LE0V']"
254,sloang-demo.pdf - annotate,en,['en'],['gen'],1,['ske_elexis_0ZUUV0XFEX']
255,sloang-demo.pdf - preview,en,['en'],['gen'],2,['ske_elexis_DT77QYGSOH']
256,sloang-predstavitev.pdf - annotate,en,['en'],['gen'],1,['elexis_9NCY148VUX']
257,sloang-predstavitev.pdf - preview,en,['en'],['gen'],266,"['elexis_ADMCUIJ3CX', 'ske_elexis_613J7LLBAH']"
258,sloang-presentation.pdf - annotate,en,['en'],['gen'],1,['elexis_YQUBJMFOW4']
259,sloang-test-10.pdf - annotate,en,['en'],['gen'],1,"['elexis_4RVWHEAEZL', 'elexis_7AH3D7ZRS5', 'elexis_BBXQTUVVO7', 'elexis_K5DHB4JF7T', 'ske_elexis_CCJPSO1ASP', 'ske_elexis_UE9QSE3202']"
260,sloang-test-demo2.pdf - annotate,en,['en'],['gen'],1,"['elexis_DNIULEGTU3', 'elexis_H04RWE3JFH', 'elexis_L1NNNZXHOL', 'elexis_EBIRCD960F', 'elexis_WWHQP1PYEX', 'elexis_PGJNI7P68O']"
261,sloang-test-demo2.pdf - preview,en,['en'],['gen'],2,"['elexis_0FK4Q09MP7', 'elexis_TWHK81SW4Z']"
262,sloang-test-small-today3.pdf - annotate,en,['en'],['gen'],1,['elexis_SAK0O7JCRO']
263,sloita proba5a-to-annotate-20-pages.pdf,en,['en'],['gen'],1,['elexis_EDKJPCQ5UQ']
264,sloita_proba5a-test.PDF - annotate,en,['en'],['gen'],1,['elexis_MVE25U5BYY']
265,sloita_proba5a.PDF,en,['en'],['gen'],360,['elexis_279MWIULE2']
266,sloita_proba5a.PDF - annotate,en,['en'],['gen'],1,"['elexis_RSDJZPZU66', 'elexis_706GOUGXWV', 'elexis_7BGCUC8S5M', 'elexis_0ANKNGYEDT', 'elexis_X3PUMK8CS7', 'elexis_USHPIWHS6Z', 'elexis_2MCT8NZT2E', 'elexis_CF3064C0Z3', 'elexis_D0ON3GI7U0', 'elexis_273K51ZE22', 'elexis_SB7JIG0IL2', 'elexis_V8EHF56FN0', 'elexis_R7A26GYTSE']"
267,srbslo 2 kor--to-annotate-20-pages.pdf,en,['en'],['gen'],1,['elexis_8NAINY79GX']
268,srbslo_2_kor-test.PDF,en,['en'],['gen'],110,['elexis_N8PL5KXPTE']
269,srbslo_2_kor.PDF - annotate,en,['en'],['gen'],1,['elexis_WVPW0CVM75']
270,test,en,['en'],['gen'],3,"['test', 'thwyitr5']"
271,test-andraz-3.pdf - annotate,en,['en'],['gen'],1,['ske_elexis_NO9IQQPAAT']
272,test-andraz.pdf,en,['en'],['gen'],1,['elexis_3S8E4KAHHX']
273,test-bridge,en,['en'],['gen'],6474,['z8f4vdgpe']
274,test-pdf.pdf - annotate,en,['en'],['gen'],1,['elexis_KZDWQZIOE7']
275,test-pdf.pdf - preview,en,['en'],['gen'],1,['ske_elexis_RR3KCTONWC']
276,test.pdf,en,['en'],['gen'],1,['elexis_13K09XCCYP']
277,Рекцията в немския език.pdf - annotate,en,['en'],['gen'],0,"['ske_elexis_Q4BNCAOB0C', 'ske_elexis_IG8T1LSWDX', 'ske_elexis_8CYSAT1NDG', 'ske_elexis_U52RHUQ3XY', 'ske_elexis_1I172C9K6I']"
278,СРНГ 01 А.pdf - annotate,en,['en'],['gen'],1,"['ske_elexis_4NNDB3ZC7Z', 'ske_elexis_5WSRFOUZ56']"
279,Diccionario de la lengua española 22 ed,es,['es'],['gen'],88455,['tei-elexis-rae-drae22-rae_v1_copy']
280,EKI ühendsõnastik 2021,es,['es'],['gen'],76099,['tei-elexis-eki-eki-combined_tei_sept2021']
281,ERES | Diccionario del Español Especializado en Redes Sociales,es,['es'],['gen'],354,['ERES']
282,elexis ICNC IC12 acquis en es,es,['es'],['gen'],308092,['elexis-icnc-ic12-acquis-en-es']
283,elexis ICNC IC12 core en es,es,['es'],['gen'],412708,['elexis-icnc-ic12-core-en-es']
284,elexis ICNC IC12 europarl en es,es,['es'],['gen'],351413,['elexis-icnc-ic12-europarl-en-es']
285,elexis ICNC IC12 presseurop en es,es,['es'],['gen'],113597,['elexis-icnc-ic12-presseurop-en-es']
286,elexis ICNC IC12 syndicate en es,es,['es'],['gen'],209402,['elexis-icnc-ic12-syndicate-en-es']
287,elexis RAE Dictionary RAE 22,es,['es'],['gen'],88455,['elexis-rae-rae22']
288,elexis EKI SSS,et,['et'],['gen'],425699,['elexis-eki-sss']
289,elexis ICNC IC12 acquis en et,et,['et'],['gen'],390748,['elexis-icnc-ic12-acquis-en-et']
290,elexis ICNC IC12 europarl en et,et,['et'],['gen'],468122,['elexis-icnc-ic12-europarl-en-et']
291,elexis UPV Basque WordNet,eu,['eu'],['gen'],30263,['elexis-upv-wordnet']
292,elexis OEAW DC PES ENG - A machine-readable Persian-English Dictionary,fa,['fa'],['gen'],10628,['elexis-oeaw-dcpeseng']
293,elexis ICNC IC12 acquis en fi,fi,['fi'],['gen'],398005,['elexis-icnc-ic12-acquis-en-fi']
294,elexis ICNC IC12 bible en fi,fi,['fi'],['gen'],28744,['elexis-icnc-ic12-bible-en-fi']
295,elexis ICNC IC12 core en fi,fi,['fi'],['gen'],246667,['elexis-icnc-ic12-core-en-fi']
296,elexis ICNC IC12 europarl en fi,fi,['fi'],['gen'],494388,['elexis-icnc-ic12-europarl-en-fi']
297,elexis KOTUS Finnish dialect dictionary,fi,['fi'],['gen'],161148,['elexis-kotus-sms']
298,elexis KOTUS Historical Finnish Dictionary,fi,['fi'],['gen'],42341,['elexis-kotus-vks']
299,GLOBAL French-Russian Dictionary,fr,['fr'],['gen'],10744,['tei-elexis-kd-globalfrenchrussian_mlds_fr1-ru_all-def-mlds-fr-ru-v1-copy']
300,MLDS_FR1-AR-all,fr,['fr'],['gen'],10744,['tei-elexis-kd-globalfrencharabic_mlds_fr1-ar-all-def-mlds_fr1-ar-v1']
301,MLDS_FR1-JA,fr,['fr'],['gen'],10744,['tei-elexis-kd-globalfrenchjapanese_mlds_fr1-ja-all-def-mlds_fr1-ja-v2']
302,MLDS_FR1-PL-all,fr,['fr'],['gen'],10744,['tei-elexis-kd-globalfrenchpolish_mlds_fr1-pl-all-def-mlds_fr1-pl-v2']
303,MLDS_FR1-PT-all,fr,['fr'],['gen'],10744,['tei-elexis-kd-globalfrenchportuguese_mlds_fr1-pt-all-def-mlds_fr1-pt-v2']
304,MLDS_FR1-TR-all,fr,['fr'],['gen'],10744,['tei-elexis-kd-globalfrenchturkish_mlds_fr1-tr-all-def-mlds_fr1-tr-v1']
305,MLDS_FR1-ZH-all,fr,['fr'],['gen'],10744,['tei-elexis-kd-globalfrenchchinese_mlds_fr1-zh-all-def-mlds_fr1-zh-v1']
306,elexis ICNC IC12 acquis en fr,fr,['fr'],['gen'],283741,['elexis-icnc-ic12-acquis-en-fr']
307,elexis ICNC IC12 bible en fr,fr,['fr'],['gen'],28919,['elexis-icnc-ic12-bible-en-fr']
308,elexis ICNC IC12 core en fr,fr,['fr'],['gen'],280396,['elexis-icnc-ic12-core-en-fr']
309,elexis ICNC IC12 europarl en fr,fr,['fr'],['gen'],344093,['elexis-icnc-ic12-europarl-en-fr']
310,elexis ICNC IC12 presseurop en fr,fr,['fr'],['gen'],115396,['elexis-icnc-ic12-presseurop-en-fr']
311,elexis ICNC IC12 syndicate en fr,fr,['fr'],['gen'],199694,['elexis-icnc-ic12-syndicate-en-fr']
312,elexis KD French - Arabic,fr,['fr'],['gen'],10744,['elexis-kd-frar']
313,elexis KD French - Chinese,fr,['fr'],['gen'],10744,['elexis-kd-frzh']
314,elexis KD French - Greek,fr,['fr'],['gen'],10744,['elexis-kd-frel']
315,elexis KD French - Japanese,fr,['fr'],['gen'],10744,['elexis-kd-frja']
316,elexis KD French - Polish,fr,['fr'],['gen'],10744,['elexis-kd-frpl']
317,elexis KD French - Portuguese,fr,['fr'],['gen'],10744,['elexis-kd-frpt']
318,elexis KD French - Russian,fr,['fr'],['gen'],10744,['elexis-kd-frru']
319,elexis KD French - Turkish,fr,['fr'],['gen'],10744,['elexis-kd-frtr']
320,mlds_fr1-el-all,fr,['fr'],['gen'],10744,['tei-elexis-kd-globalfrenchgreek_mlds_fr1-el-all-def-mlds_fr1-el-v1']
321,elexis ICNC IC12 core en hi,hi,['hi'],['gen'],11713,['elexis-icnc-ic12-core-en-hi']
322,elexis ICNC IC12 bible en hr,hr,['hr'],['gen'],28868,['elexis-icnc-ic12-bible-en-hr']
323,elexis ICNC IC12 core en hr,hr,['hr'],['gen'],504812,['elexis-icnc-ic12-core-en-hr']
324,ExplDictHUN,hu,['hu'],['gen'],60459,['tei-elexis-rilmta-expldicthun-tei_v5']
325,elexis ICNC IC12 acquis en hu,hu,['hu'],['gen'],346301,['elexis-icnc-ic12-acquis-en-hu']
326,elexis ICNC IC12 core en hu,hu,['hu'],['gen'],158647,['elexis-icnc-ic12-core-en-hu']
327,elexis ICNC IC12 europarl en hu,hu,['hu'],['gen'],444132,['elexis-icnc-ic12-europarl-en-hu']
328,elexis AMIIS ISLEX,is,['is'],['gen'],48480,['elexis-amiis-islex']
329,elexis ICNC IC12 acquis en it,it,['it'],['gen'],304669,['elexis-icnc-ic12-acquis-en-it']
330,elexis ICNC IC12 bible en it,it,['it'],['gen'],28789,['elexis-icnc-ic12-bible-en-it']
331,elexis ICNC IC12 core en it,it,['it'],['gen'],364359,['elexis-icnc-ic12-core-en-it']
332,elexis ICNC IC12 europarl en it,it,['it'],['gen'],370981,['elexis-icnc-ic12-europarl-en-it']
333,elexis ICNC IC12 presseurop en it,it,['it'],['gen'],104161,['elexis-icnc-ic12-presseurop-en-it']
334,elexis ICNC IC12 syndicate en it,it,['it'],['gen'],72209,['elexis-icnc-ic12-syndicate-en-it']
335,MLDS_JA1-FR-all,ja,['ja'],['gen'],11253,['tei-elexis-kd-globaljapanesefrench_mlds_ja1-fr-all-def-mlds_ja1-fr-v1']
336,elexis ICNC IC12 core en ja,ja,['ja'],['gen'],9900,['elexis-icnc-ic12-core-en-ja']
337,elexis KD Japanese - French,ja,['ja'],['gen'],11253,['elexis-kd-jafr']
338,elexis CIRCSE Latin Vallex,la,['la'],['gen'],1379,['elexis-circse-latinvallex']
339,elexis ICNC IC12 acquis en lt,lt,['lt'],['gen'],366126,['elexis-icnc-ic12-acquis-en-lt']
340,elexis ICNC IC12 bible en lt,lt,['lt'],['gen'],28580,['elexis-icnc-ic12-bible-en-lt']
341,elexis ICNC IC12 core en lt,lt,['lt'],['gen'],37324,['elexis-icnc-ic12-core-en-lt']
342,elexis ICNC IC12 europarl en lt,lt,['lt'],['gen'],470549,['elexis-icnc-ic12-europarl-en-lt']
343,elexis LKI Comparative Dictionary,lt,['lt'],['gen'],7093,['elexis-lki-palyginimu']
344,elexis LKI Dictonary of Modern Lithuanian,lt,['lt'],['gen'],48075,['elexis-lki-dlkz']
345,elexis LKI Systematic Dictionary of the Lithuanian Language,lt,['lt'],['gen'],1614,['elexis-lki-sisteminis']
346,elexis ICNC IC12 acquis en lv,lv,['lv'],['gen'],353945,['elexis-icnc-ic12-acquis-en-lv']
347,elexis ICNC IC12 bible en lv,lv,['lv'],['gen'],7846,['elexis-icnc-ic12-bible-en-lv']
348,elexis ICNC IC12 core en lv,lv,['lv'],['gen'],75170,['elexis-icnc-ic12-core-en-lv']
349,elexis ICNC IC12 europarl en lv,lv,['lv'],['gen'],445027,['elexis-icnc-ic12-europarl-en-lv']
350,elexis IMCS Tezaurs Latvian,lv,['lv'],['gen'],320869,['elexis-imcs-tezaurs']
351,elexis ICNC IC12 core en mk,mk,['mk'],['gen'],310618,['elexis-icnc-ic12-core-en-mk']
352,elexis MANU lemma list,mk,['mk'],['gen'],16790,['elexis-manu-lemma']
353,elexis ICNC IC12 acquis en mt,mt,['mt'],['gen'],207192,['elexis-icnc-ic12-acquis-en-mt']
354,elexis UB Nords Ordbank - Bokmal,nb,['nb'],['gen'],153939,['elexis-ub-nob']
355,Algemeen Nederlands Woordenboek,nl,['nl'],['gen'],26620,['tei-elexis-int-anw_2020_11_01-anw_v2']
356,elexis ICNC IC12 acquis en nl,nl,['nl'],['gen'],310457,['elexis-icnc-ic12-acquis-en-nl']
357,elexis ICNC IC12 bible en nl,nl,['nl'],['gen'],27683,['elexis-icnc-ic12-bible-en-nl']
358,elexis ICNC IC12 core en nl,nl,['nl'],['gen'],355971,['elexis-icnc-ic12-core-en-nl']
359,elexis ICNC IC12 europarl en nl,nl,['nl'],['gen'],363955,['elexis-icnc-ic12-europarl-en-nl']
360,elexis ICNC IC12 presseurop en nl,nl,['nl'],['gen'],111068,['elexis-icnc-ic12-presseurop-en-nl']
361,elexis ICNC IC12 syndicate en nl,nl,['nl'],['gen'],57313,['elexis-icnc-ic12-syndicate-en-nl']
362,elexis INT ANW,nl,['nl'],['gen'],57953,['elexis-int-anw']
363,elexis UB Nords Ordbank - Nynorsk,nn,['nn'],['gen'],121112,['elexis-ub-nno']
364,Ordbog over det norrøne prosasprog // Dictionary of Old Norse Prose,no,['no'],['gen'],64924,['tei-elexis-uchp-old-norse-prose_tei']
365,elexis ICNC IC12 bible en no,no,['no'],['gen'],27784,['elexis-icnc-ic12-bible-en-no']
366,elexis ICNC IC12 core en no,no,['no'],['gen'],234853,['elexis-icnc-ic12-core-en-no']
367,MLDS_PL1-FR-ALL,pl,['pl'],['gen'],11915,['tei-elexis-kd-globalpolishfrench_mlds_pl1-fr-all-def-mlds_pl1-fr-v1']
368,elexis ICNC IC12 acquis en pl,pl,['pl'],['gen'],374493,['elexis-icnc-ic12-acquis-en-pl']
369,elexis ICNC IC12 bible en pl,pl,['pl'],['gen'],29299,['elexis-icnc-ic12-bible-en-pl']
370,elexis ICNC IC12 core en pl,pl,['pl'],['gen'],517046,['elexis-icnc-ic12-core-en-pl']
371,elexis ICNC IC12 europarl en pl,pl,['pl'],['gen'],454309,['elexis-icnc-ic12-europarl-en-pl']
372,elexis ICNC IC12 presseurop en pl,pl,['pl'],['gen'],114770,['elexis-icnc-ic12-presseurop-en-pl']
373,elexis KD Polish - French,pl,['pl'],['gen'],11915,['elexis-kd-plfr']
374,MLDS_PT1-FR,pt,['pt'],['gen'],10932,['tei-elexis-kd-globalportuguesefrench_mlds_pt1-fr-all-def-mlds_pt1-fr-v1']
375,elexis ACL DLPC,pt,['pt'],['gen'],69360,['elexis-acl-dlpc']
376,elexis ICNC IC12 acquis en pt,pt,['pt'],['gen'],303706,['elexis-icnc-ic12-acquis-en-pt']
377,elexis ICNC IC12 bible en pt,pt,['pt'],['gen'],28433,['elexis-icnc-ic12-bible-en-pt']
378,elexis ICNC IC12 core en pt,pt,['pt'],['gen'],131860,['elexis-icnc-ic12-core-en-pt']
379,elexis ICNC IC12 europarl en pt,pt,['pt'],['gen'],357624,['elexis-icnc-ic12-europarl-en-pt']
380,elexis ICNC IC12 presseurop en pt,pt,['pt'],['gen'],118237,['elexis-icnc-ic12-presseurop-en-pt']
381,elexis ICNC IC12 syndicate en pt,pt,['pt'],['gen'],46353,['elexis-icnc-ic12-syndicate-en-pt']
382,elexis KD Portuguese - French,pt,['pt'],['gen'],10932,['elexis-kd-ptfr']
383,elexis ICNC IC12 acquis en ro,ro,['ro'],['gen'],140481,['elexis-icnc-ic12-acquis-en-ro']
384,elexis ICNC IC12 core en ro,ro,['ro'],['gen'],92482,['elexis-icnc-ic12-core-en-ro']
385,elexis ICNC IC12 europarl en ro,ro,['ro'],['gen'],249020,['elexis-icnc-ic12-europarl-en-ro']
386,elexis ICNC IC12 presseurop en ro,ro,['ro'],['gen'],119135,['elexis-icnc-ic12-presseurop-en-ro']
387,MLDS_RU1-FR,ru,['ru'],['gen'],11333,['tei-elexis-kd-globalrussianfrench_mlds_ru1-fr-all-def-mlds_ru1-fr-v1']
388,elexis ICNC IC12 bible en ru,ru,['ru'],['gen'],25462,['elexis-icnc-ic12-bible-en-ru']
389,elexis ICNC IC12 core en ru,ru,['ru'],['gen'],267621,['elexis-icnc-ic12-core-en-ru']
390,elexis ICNC IC12 syndicate en ru,ru,['ru'],['gen'],275633,['elexis-icnc-ic12-syndicate-en-ru']
391,elexis KD Russian - French,ru,['ru'],['gen'],11333,['elexis-kd-rufr']
392,elexis CCeH Monier-Williams Sanskrit-English Dictionary,sa,['sa'],['gen'],353860,['elexis-cceh-san']
393,elexis ICNC IC12 acquis en sk,sk,['sk'],['gen'],434168,['elexis-icnc-ic12-acquis-en-sk']
394,elexis ICNC IC12 bible en sk,sk,['sk'],['gen'],28842,['elexis-icnc-ic12-bible-en-sk']
395,elexis ICNC IC12 core en sk,sk,['sk'],['gen'],120106,['elexis-icnc-ic12-core-en-sk']
396,elexis ICNC IC12 europarl en sk,sk,['sk'],['gen'],470440,['elexis-icnc-ic12-europarl-en-sk']
397,0_Kofein_elexis ZRCSAZU SNB,sl,['sl'],['gen'],5382,['ube6b466']
398,TEI ELEXIS JSI SLD_TEI,sl,['sl'],['gen'],2500,['tei-elexis-jsi-sld_tei']
399,elexis CJVT Thesaurus,sl,['sl'],['gen'],105473,['elexis-cjvt-thesaurus']
400,elexis ICNC IC12 acquis en sl,sl,['sl'],['gen'],380692,['elexis-icnc-ic12-acquis-en-sl']
401,elexis ICNC IC12 core en sl,sl,['sl'],['gen'],142402,['elexis-icnc-ic12-core-en-sl']
402,elexis ICNC IC12 europarl en sl,sl,['sl'],['gen'],439639,['elexis-icnc-ic12-europarl-en-sl']
403,elexis IJS SP2001,sl,['sl'],['gen'],92617,['elexis-ijs-sp2001']
404,elexis ZRCSAZU Nova beseda frequency lexicon,sl,['sl'],['gen'],2251151,['elexis-zrcsazu-novabeseda']
405,elexis ZRCSAZU SNB,sl,['sl'],['gen'],5382,['elexis-zrcsazu-snb']
406,elexis ZRCSAZU SSC,sl,['sl'],['gen'],429,['elexis-zrcsazu-ssc']
407,elexis ZRCSAZU SSF,sl,['sl'],['gen'],3002,['elexis-zrcsazu-ssf']
408,Dictionary of Lesser Used Slovenian Words,slv,['slv'],['gen'],178457,['elexis-zrcsazu-lesser']
409,Dictionary of the Slovenian Language in the Works of Janez Svetokriški,slv,['slv'],"['gen', 'his']",8461,['elexis-zrcsazu-jsv']
410,Reverse dictionary of Slovenian language,slv,['slv'],['gen'],114341,['elexis-zrcsazu-odzadnji']
411,Slovenian-German Dictionary of Maks Pleteršnik (1894-1895),slv,"['slv', 'deu']","['gen', 'his']",103185,['elexis-zrcsazu-pletersnik']
412,elexis ICNC IC12 core en sr,sr,['sr'],['gen'],382762,['elexis-icnc-ic12-core-en-sr']
413,elexis UBFMG GeologyTerm,sr,['sr'],['gen'],312,['elexis-ubfmg-geology']
414,elexis UBFMG TermiMining,sr,['sr'],['gen'],47,['elexis-ubfmg-termimining']
415,elexis ICNC IC12 acquis en sv,sv,['sv'],['gen'],374486,['elexis-icnc-ic12-acquis-en-sv']
416,elexis ICNC IC12 bible en sv,sv,['sv'],['gen'],27720,['elexis-icnc-ic12-bible-en-sv']
417,elexis ICNC IC12 core en sv,sv,['sv'],['gen'],287738,['elexis-icnc-ic12-core-en-sv']
418,elexis ICNC IC12 europarl en sv,sv,['sv'],['gen'],404246,['elexis-icnc-ic12-europarl-en-sv']
419,elexis SA SAOB,sv,['sv'],['gen'],550424,['elexis-sa-saob']
420,elexis SA SAOL,sv,['sv'],['gen'],984823,['elexis-sa-saol']
421,MLDS_TR1-FR-all,tr,['tr'],['gen'],9047,['tei-elexis-kd-globalturkishfrench_mlds_tr1-fr-all-def-mlds_tr1-fr-v2']
422,elexis KD Turkish - French,tr,['tr'],['gen'],9047,['elexis-kd-trfr']
423,elexis ICNC IC12 bible en uk,uk,['uk'],['gen'],24140,['elexis-icnc-ic12-bible-en-uk']
424,elexis ICNC IC12 core en uk,uk,['uk'],['gen'],383077,['elexis-icnc-ic12-core-en-uk']
425,elexis ICNC IC12 syndicate en zh,zh,['zh'],['gen'],5419,['elexis-icnc-ic12-syndicate-en-zh']
426,elexis KD Chinese - French,zh,['zh'],['gen'],2266,['elexis-kd-zhfr']
427,mlds_zh1-fr-all-def.xml,zh,['zh'],['gen'],11736,['tei-elexis-kd-globalchinesefrench_mlds_zh1-fr-all-def-mlds_zh1-fr-v1']
